Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Genre,Duration,streaming platform,Original Record Label & Catalog No.,Suggested Filename,Search,id
6/25/2005,2005,36,Lil Rob,Lil Rob,Summer Nights,Summer Nights,"['classic garage rock', 'freakbeat', 'protopunk']",4:11,Spotify,Upstairs,Lil Rob--Summer Nights (2005),https://www.google.com/search?q=%22Lil Rob%22+%22Summer Nights%22&ie=utf-8&oe=utf-8,1688
6/25/2005,2005,48,Tony Yayo Featuring 50 Cent,Tony Yayo,So Seductive,So Seductive,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']",3:37,Spotify,G-Unit 004936,Tony Yayo--So Seductive (2005),https://www.google.com/search?q=%22Tony Yayo%22+%22So Seductive%22&ie=utf-8&oe=utf-8,1689
6/25/2005,2005,55,Staind,StainD,Right Here,Right Here,"['classic uk pop', 'disco', 'motown', 'new wave pop', 'soft rock']",4:14,Spotify,Flip Digital,StainD--Right Here (2005),https://www.google.com/search?q=%22StainD%22+%22Right Here%22&ie=utf-8&oe=utf-8,1690
6/25/2005,2005,56,Boyz N Da Hood,Boyz N Da Hood,Dem Boyz,Dem Boyz,"['alternative rock', 'garage rock', 'modern rock', 'post-grunge', 'rock']",4:16,Spotify,Bad Boy Album Cut,Boyz N Da Hood--Dem Boyz (2005),https://www.google.com/search?q=%22Boyz N Da Hood%22+%22Dem Boyz%22&ie=utf-8&oe=utf-8,1691
6/25/2005,2005,94,Omarion,Omarion,Touch,Touch,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",3:21,Spotify,T.U.G.,Omarion--Touch (2005),https://www.google.com/search?q=%22Omarion%22+%22Touch%22&ie=utf-8&oe=utf-8,1692
7/2/2005,2005,1,Carrie Underwood,Carrie Underwood,Inside Your Heaven,Inside Your Heaven,"['contemporary country', 'country pop', 'pop emo', 'post-teen pop', 'viral pop']",3:46,Spotify,Arista 70859,Carrie Underwood--Inside Your Heaven (2005),https://www.google.com/search?q=%22Carrie Underwood%22+%22Inside Your Heaven%22&ie=utf-8&oe=utf-8,1693
7/2/2005,2005,8,Fall Out Boy,Fall Out Boy,"Sugar, We’re Goin’ Down","Sugar, We're Goin' Down","['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",3:49,Spotify,Fueled By Ramen/Island,"Fall Out Boy--Sugar, We're Goin' Down (2005)",https://www.google.com/search?q=%22Fall Out Boy%22+%22Sugar%2C We%27re Goin%27 Down%22&ie=utf-8&oe=utf-8,1694
7/2/2005,2005,17,Natasha Bedingfield,Natasha Bedingfield,These Words,These Words,"['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",3:36,Spotify,Epic,Natasha Bedingfield--These Words (2005),https://www.google.com/search?q=%22Natasha Bedingfield%22+%22These Words%22&ie=utf-8&oe=utf-8,1695
7/2/2005,2005,28,Brad Paisley,Brad Paisley,Alcohol,Alcohol,[],4:51,Spotify,Arista Nashville Digital,Brad Paisley--Alcohol (2005),https://www.google.com/search?q=%22Brad Paisley%22+%22Alcohol%22&ie=utf-8&oe=utf-8,1696
7/2/2005,2005,37,Brooks & Dunn,Brooks & Dunn,Play Something Country,Play Something Country,[],3:15,Spotify,Arista Nashville,Brooks & Dunn--Play Something Country (2005),https://www.google.com/search?q=%22Brooks%22+%22Play Something Country%22&ie=utf-8&oe=utf-8,1697
7/2/2005,2005,59,SheDaisy,Shedaisy,Don’t Worry ‘Bout A Thing,Don't Worry 'Bout a Thing,,3:36,Spotify,Lyric Street Album Cut,Shedaisy--Don't Worry 'Bout a Thing (2005),https://www.google.com/search?q=%22Shedaisy%22+%22Don%27t Worry %27Bout a Thing%22&ie=utf-8&oe=utf-8,1698
7/9/2005,2005,2,Bo Bice,Bo Bice,Inside Your Heaven,Inside Your Heaven,['deep adult standards'],4:12,Spotify,RCA 69495,Bo Bice--Inside Your Heaven (2005),https://www.google.com/search?q=%22Bo Bice%22+%22Inside Your Heaven%22&ie=utf-8&oe=utf-8,1699
7/9/2005,2005,33,My Chemical Romance,My Chemical Romance,Helena (So Long & Goodnight),Helena (So Long & Goodnight),"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",3:22,Spotify,Reprise,My Chemical Romance--Helena (So Long & Goodnight) (2005),https://www.google.com/search?q=%22My Chemical Romance%22+%22Helena&ie=utf-8&oe=utf-8,1700
7/9/2005,2005,38,Sara Evans,Sara Evans,A Real Fine Place To Start,A Real Fine Place to Start,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",3:56,Spotify,RCA Nashville,Sara Evans--A Real Fine Place to Start (2005),https://www.google.com/search?q=%22Sara Evans%22+%22A Real Fine Place to Start%22&ie=utf-8&oe=utf-8,1701
7/9/2005,2005,65,R. Kelly Featuring The Game,R. Kelly,Playa’s Only,Playa's Only,"['merseybeat', 'nashville sound', 'rock-and-roll']",3:54,Spotify,Jive 70671,R. Kelly--Playa's Only (2005),https://www.google.com/search?q=%22R. Kelly%22+%22Playa%27s Only%22&ie=utf-8&oe=utf-8,1702
7/9/2005,2005,79,Common,Common,Go!,Go,['bubblegum pop'],3:43,Spotify,G.O.O.D. 004924,Common--Go (2005),https://www.google.com/search?q=%22Common%22+%22Go%22&ie=utf-8&oe=utf-8,1703
7/9/2005,2005,93,Reba McEntire,Reba McEntire,My Sister,My Sister,[],3:59,Spotify,MCA Nashville,Reba McEntire--My Sister (2005),https://www.google.com/search?q=%22Reba McEntire%22+%22My Sister%22&ie=utf-8&oe=utf-8,1704
7/9/2005,2005,97,"Bravery, The",Bravery,An Honest Mistake,An Honest Mistake,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",3:41,Spotify,Island,Bravery--An Honest Mistake (2005),https://www.google.com/search?q=%22Bravery%22+%22An Honest Mistake%22&ie=utf-8&oe=utf-8,1705
7/9/2005,2005,99,Alan Jackson,Alan Jackson,The Talkin’ Song Repair Blues,The Talkin' Song Repair Blues,"['chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",2:58,Spotify,Arista Nashville,Alan Jackson--The Talkin' Song Repair Blues (2005),https://www.google.com/search?q=%22Alan Jackson%22+%22The Talkin%27 Song Repair Blues%22&ie=utf-8&oe=utf-8,1706
7/16/2005,2005,13,Gwen Stefani,Gwen Stefani,Cool,Cool,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",3:09,Spotify,Interscope 005480,Gwen Stefani--Cool (2005),https://www.google.com/search?q=%22Gwen Stefani%22+%22Cool%22&ie=utf-8&oe=utf-8,1707
7/16/2005,2005,14,Jessica Simpson,Jessica Simpson,These Boots Are Made For Walkin’,These Boots Are Made for Walkin',"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",3:36,Spotify,Columbia 80166,Jessica Simpson--These Boots Are Made for Walkin' (2005),https://www.google.com/search?q=%22Jessica Simpson%22+%22These Boots Are Made for Walkin%27%22&ie=utf-8&oe=utf-8,1708
7/16/2005,2005,29,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,Ying Yang Twins,Badd,Badd,"['country', 'country rock', 'outlaw country', 'texas country']",3:45,Spotify,TVT 2524,Ying Yang Twins--Badd (2005),https://www.google.com/search?q=%22Ying Yang Twins%22+%22Badd%22&ie=utf-8&oe=utf-8,1709
7/16/2005,2005,51,Bobby Valentino,Bobby Valentino,Tell Me,Tell Me,"['alternative emo', 'anthem emo', 'emo', 'pop punk']",4:22,Spotify,DTP/Def Jam 004850,Bobby Valentino--Tell Me (2005),https://www.google.com/search?q=%22Bobby Valentino%22+%22Tell Me%22&ie=utf-8&oe=utf-8,1710
7/16/2005,2005,52,Rob Thomas,Rob Thomas,This Is How A Heart Breaks,This Is How a Heart Breaks,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",3:50,Spotify,Melisma,Rob Thomas--This Is How a Heart Breaks (2005),https://www.google.com/search?q=%22Rob Thomas%22+%22This Is How a Heart Breaks%22&ie=utf-8&oe=utf-8,1711
7/16/2005,2005,59,Tim McGraw,Tim McGraw,Do You Want Fries With That,Do You Want Fries With That,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",3:59,Spotify,Curb,Tim McGraw--Do You Want Fries With That (2005),https://www.google.com/search?q=%22Tim McGraw%22+%22Do You Want Fries With That%22&ie=utf-8&oe=utf-8,1712
7/16/2005,2005,60,Jermaine Dupri,Jermaine Dupri,Gotta Getcha,Gotta Getcha,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2:49,Spotify,So So Def 12608,Jermaine Dupri--Gotta Getcha (2005),https://www.google.com/search?q=%22Jermaine Dupri%22+%22Gotta Getcha%22&ie=utf-8&oe=utf-8,1713
7/16/2005,2005,66,Van Zant,Van Zant,Help Somebody,Help Somebody,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",4:13,Spotify,Columbia,Van Zant--Help Somebody (2005),https://www.google.com/search?q=%22Van Zant%22+%22Help Somebody%22&ie=utf-8&oe=utf-8,1714
7/16/2005,2005,81,Jason Mraz,Jason Mraz,Wordplay,Wordplay,['soft rock'],3:08,Spotify,Atlantic,Jason Mraz--Wordplay (2005),https://www.google.com/search?q=%22Jason Mraz%22+%22Wordplay%22&ie=utf-8&oe=utf-8,1715
7/23/2005,2005,6,50 Cent Featuring Mobb Deep,50 Cent,Outta Control (Remix),Outta Control (Remix),['bubblegum pop'],4:07,Spotify,Shady/Aftermath 005439,50 Cent--Outta Control (Remix) (2005),https://www.google.com/search?q=%2250 Cent%22+%22Outta Control%22&ie=utf-8&oe=utf-8,1716
7/23/2005,2005,7,David Banner,David Banner,Play,Play,"['album rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']",3:50,Spotify,SRC/Universal 005047,David Banner--Play (2005),https://www.google.com/search?q=%22David Banner%22+%22Play%22&ie=utf-8&oe=utf-8,1717
7/23/2005,2005,48,Paul McCartney with U2,Paul McCartney & U2,Sgt. Pepper’s Lonely Hearts Club Band (Live),Sgt. Pepper's Lonely Hearts Club Band (Live),"['chicago rap', 'melodic rap']",2:20,Spotify,Interscope,Paul McCartney & U2--Sgt. Pepper's Lonely Hearts Club Band (Live) (2005),https://www.google.com/search?q=%22Paul McCartney%22+%22Sgt. Pepper%27s Lonely Hearts Club Band%22&ie=utf-8&oe=utf-8,1718
7/23/2005,2005,67,Young Jeezy Featuring Mannie Fresh,Young Jeezy,And Then What,And Then What,"['chicago house', 'deep disco', 'disco', 'philly soul', 'post-disco']",4:03,Spotify,Sho’nuff/Def Jam 004631,Young Jeezy--And Then What (2005),https://www.google.com/search?q=%22Young Jeezy%22+%22And Then What%22&ie=utf-8&oe=utf-8,1719
7/23/2005,2005,84,NB Ridaz Featuring Angelina,NB Ridaz,Notice Me,Notice Me,,3:51,Spotify,NastyBoy,NB Ridaz--Notice Me (2005),https://www.google.com/search?q=%22NB Ridaz%22+%22Notice Me%22&ie=utf-8&oe=utf-8,1720
7/30/2005,2005,1,Kanye West Featuring Jamie Foxx,Kanye West,Gold Digger,Gold Digger,"['album rock', 'canadian indie', 'classic canadian rock']",3:27,Spotify,Roc-A-Fella/Def Jam 005118,Kanye West--Gold Digger (2005),https://www.google.com/search?q=%22Kanye West%22+%22Gold Digger%22&ie=utf-8&oe=utf-8,1721
7/30/2005,2005,2,Mariah Carey,Mariah Carey,Shake It Off,Shake It Off,['classic uk pop'],3:52,Spotify,Island,Mariah Carey--Shake It Off (2005),https://www.google.com/search?q=%22Mariah Carey%22+%22Shake It Off%22&ie=utf-8&oe=utf-8,1722
7/30/2005,2005,11,"Click 5, The",Click 5,Just The Girl,Just the Girl,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",3:52,Spotify,Lava,Click 5--Just the Girl (2005),https://www.google.com/search?q=%22Click 5%22+%22Just the Girl%22&ie=utf-8&oe=utf-8,1723
7/30/2005,2005,51,Jamie O’Neal,Jamie O'Neal,Somebody’s Hero,Somebody's Hero,['country rock'],3:41,Spotify,Capitol,Jamie O'Neal--Somebody's Hero (2005),https://www.google.com/search?q=%22Jamie O%27Neal%22+%22Somebody%27s Hero%22&ie=utf-8&oe=utf-8,1724
7/30/2005,2005,55,Damian “Jr. Gong” Marley,Damian 'Jr. Gong' Marley,Welcome To Jamrock,Welcome to Jamrock,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",3:28,Spotify,Ghetto Youths/Tuff Gong 8730,Damian 'Jr. Gong' Marley--Welcome to Jamrock (2005),https://www.google.com/search?q=%22Damian %27Jr. Gong%27 Marley%22+%22Welcome to Jamrock%22&ie=utf-8&oe=utf-8,1725
7/30/2005,2005,70,Seether,Seether,Remedy,Remedy,"['brill building pop', 'doo-wop', 'rhythm and blues']",3:27,Spotify,Wind-up Album Cut,Seether--Remedy (2005),https://www.google.com/search?q=%22Seether%22+%22Remedy%22&ie=utf-8&oe=utf-8,1726
7/30/2005,2005,82,Relient K,Relient K,Be My Escape,Be My Escape,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",4:00,Spotify,Gotee Digital,Relient K--Be My Escape (2005),https://www.google.com/search?q=%22Relient K%22+%22Be My Escape%22&ie=utf-8&oe=utf-8,1727
8/6/2005,2005,3,Bow Wow Featuring Ciara,Bow Wow,Like You,Like You,"['bubblegum dance', 'eurodance']",3:24,Spotify,Columbia 80449,Bow Wow--Like You (2005),https://www.google.com/search?q=%22Bow Wow%22+%22Like You%22&ie=utf-8&oe=utf-8,1728
8/6/2005,2005,6,Green Day,Green Day,Wake Me Up When September Ends,Wake Me Up When September Ends,"['electro', 'filter house']",4:45,Spotify,Reprise Digital,Green Day--Wake Me Up When September Ends (2005),https://www.google.com/search?q=%22Green Day%22+%22Wake Me Up When September Ends%22&ie=utf-8&oe=utf-8,1729
8/6/2005,2005,9,"All-American Rejects, The",All-American Rejects,Dirty Little Secret,Dirty Little Secret,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",3:15,Spotify,Doghouse Digital,All-American Rejects--Dirty Little Secret (2005),https://www.google.com/search?q=%22All-American Rejects%22+%22Dirty Little Secret%22&ie=utf-8&oe=utf-8,1730
8/6/2005,2005,12,Pretty Ricky,Pretty Ricky,Your Body,Your Body,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'folk rock', 'mellow gold', 'rock', 'soft rock']",4:00,Spotify,Atlantic 94131,Pretty Ricky--Your Body (2005),https://www.google.com/search?q=%22Pretty Ricky%22+%22Your Body%22&ie=utf-8&oe=utf-8,1731
8/6/2005,2005,41,Montgomery Gentry,Montgomery Gentry,Something To Be Proud Of,Something to Be Proud Of,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock', 'yacht rock']",4:16,Spotify,Columbia,Montgomery Gentry--Something to Be Proud Of (2005),https://www.google.com/search?q=%22Montgomery Gentry%22+%22Something to Be Proud Of%22&ie=utf-8&oe=utf-8,1732
8/6/2005,2005,45,Craig Morgan,Craig Morgan,Redneck Yacht Club,Redneck Yacht Club,"['adult standards', 'album rock', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']",3:48,Spotify,Broken Bow,Craig Morgan--Redneck Yacht Club (2005),https://www.google.com/search?q=%22Craig Morgan%22+%22Redneck Yacht Club%22&ie=utf-8&oe=utf-8,1733
8/6/2005,2005,67,PSC Featuring T.I. & Lil Scrappy,PSC,I’m A King,I'm a King,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",3:34,Spotify,Grand Hustle  93909,PSC--I'm a King (2005),https://www.google.com/search?q=%22PSC%22+%22I%27m a King%22&ie=utf-8&oe=utf-8,1734
8/6/2005,2005,67,Charlie Wilson,Charlie Wilson,"Charlie, Last Name Wilson","Charlie, Last Name Wilson","['contemporary country', 'country', 'country road', 'oklahoma country']",3:35,Spotify,Jive Digital,"Charlie Wilson--Charlie, Last Name Wilson (2005)",https://www.google.com/search?q=%22Charlie Wilson%22+%22Charlie%2C Last Name Wilson%22&ie=utf-8&oe=utf-8,1735
8/6/2005,2005,78,Trisha Yearwood,Trisha Yearwood,Georgia Rain,Georgia Rain,,5:11,Spotify,MCA Nashville,Trisha Yearwood--Georgia Rain (2005),https://www.google.com/search?q=%22Trisha Yearwood%22+%22Georgia Rain%22&ie=utf-8&oe=utf-8,1736
8/13/2005,2005,14,"Black Eyed Peas, The",Black Eyed Peas,Don’t Lie,Don't Lie,"['lilith', 'new wave pop', 'pop rock']",3:39,Spotify,A&M,Black Eyed Peas--Don't Lie (2005),https://www.google.com/search?q=%22Black Eyed Peas%22+%22Don%27t Lie%22&ie=utf-8&oe=utf-8,1737
8/13/2005,2005,30,Akon,Akon,Belly Dancer (Bananza),Belly Dancer (Bananza),['deep adult standards'],4:00,Spotify,SRC Universal 004950,Akon--Belly Dancer (Bananza) (2005),https://www.google.com/search?q=%22Akon%22+%22Belly Dancer%22&ie=utf-8&oe=utf-8,1738
8/13/2005,2005,47,Josh Gracin,Josh Gracin,Stay With Me (Brass Bed),Stay With Me (Brass Bed),"['glee club', 'hollywood', 'post-teen pop']",4:11,Spotify,Lyric Street,Josh Gracin--Stay With Me (Brass Bed) (2005),https://www.google.com/search?q=%22Josh Gracin%22+%22Stay With Me%22&ie=utf-8&oe=utf-8,1739
8/13/2005,2005,68,Jason Aldean,Jason Aldean,Hicktown,Hicktown,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",3:36,Spotify,Broken Bow Digital,Jason Aldean--Hicktown (2005),https://www.google.com/search?q=%22Jason Aldean%22+%22Hicktown%22&ie=utf-8&oe=utf-8,1740
8/13/2005,2005,87,Trey Songz Featuring Twista,Trey Songz,Gotta Make It,Gotta Make It,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul', 'southern soul']",4:01,Spotify,Song Book 93703,Trey Songz--Gotta Make It (2005),https://www.google.com/search?q=%22Trey Songz%22+%22Gotta Make It%22&ie=utf-8&oe=utf-8,1741
8/20/2005,2005,3,"Black Eyed Peas, The",Black Eyed Peas,My Humps,My Humps,"['freestyle', 'new wave pop']",5:26,Spotify,A&M 005585,Black Eyed Peas--My Humps (2005),https://www.google.com/search?q=%22Black Eyed Peas%22+%22My Humps%22&ie=utf-8&oe=utf-8,1742
8/20/2005,2005,33,Cast Of Rent,Cast of Rent,Seasons Of Love,Seasons of Love,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",3:03,Spotify,Warner Bros,Cast of Rent--Seasons of Love (2005),https://www.google.com/search?q=%22Cast of Rent%22+%22Seasons of Love%22&ie=utf-8&oe=utf-8,1743
8/20/2005,2005,42,Gretchen Wilson,Gretchen Wilson,All Jacked Up,All Jacked Up,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",3:33,Spotify,Epic Digital,Gretchen Wilson--All Jacked Up (2005),https://www.google.com/search?q=%22Gretchen Wilson%22+%22All Jacked Up%22&ie=utf-8&oe=utf-8,1744
8/20/2005,2005,50,Crazy Frog,Crazy Frog,Axel F,Axel F,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2:52,Spotify,Next Plateau/Universal,Crazy Frog--Axel F (2005),https://www.google.com/search?q=%22Crazy Frog%22+%22Axel F%22&ie=utf-8&oe=utf-8,1745
8/20/2005,2005,100,Beck,Beck,Girl,Girl,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3:29,Spotify,Interscope,Beck--Girl (2005),https://www.google.com/search?q=%22Beck%22+%22Girl%22&ie=utf-8&oe=utf-8,1746
8/27/2005,2005,1,Chris Brown Featuring Juelz Santana,Chris Brown,Run It!,Run It,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",3:52,Spotify,Jive 70615,Chris Brown--Run It (2005),https://www.google.com/search?q=%22Chris Brown%22+%22Run It%22&ie=utf-8&oe=utf-8,1747
8/27/2005,2005,8,T-Pain,T-Pain,I’m Sprung,I'm Sprung,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",3:52,Spotify,Konvict Muzik/Jive 71697,T-Pain--I'm Sprung (2005),https://www.google.com/search?q=%22T-Pain%22+%22I%27m Sprung%22&ie=utf-8&oe=utf-8,1748
8/27/2005,2005,47,Marques Houston,Marques Houston,Naked,Naked,"['glee club', 'hollywood', 'post-teen pop']",2:10,Spotify,T.U.G./Universal 005143,Marques Houston--Naked (2005),https://www.google.com/search?q=%22Marques Houston%22+%22Naked%22&ie=utf-8&oe=utf-8,1749
8/27/2005,2005,74,"Killers, The",Killers,All These Things That I’ve Done,All These Things That I've Done,"['contemporary country', 'country', 'country road', 'modern country rock']",5:01,Spotify,Island,Killers--All These Things That I've Done (2005),https://www.google.com/search?q=%22Killers%22+%22All These Things That I%27ve Done%22&ie=utf-8&oe=utf-8,1750
8/27/2005,2005,90,Luis Fonsi,Luis Fonsi,Nada Es Para Siempre,Nada Es Para Siempre,"['british invasion', 'folk', 'new wave pop']",3:59,Spotify,Universal Latino Album Cut,Luis Fonsi--Nada Es Para Siempre (2005),https://www.google.com/search?q=%22Luis Fonsi%22+%22Nada Es Para Siempre%22&ie=utf-8&oe=utf-8,1751
8/27/2005,2005,93,Paul Wall Featuring Big Pokey,Paul Wall,Sittin’ Sidewayz,Sittin' Sidewayz,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3:49,Spotify,Swishahouse 93967,Paul Wall--Sittin' Sidewayz (2005),https://www.google.com/search?q=%22Paul Wall%22+%22Sittin%27 Sidewayz%22&ie=utf-8&oe=utf-8,1752
9/3/2005,2005,4,Young Jeezy Featuring Akon,Young Jeezy,Soul Survivor,Soul Survivor,"['bass trip', 'canadian psychedelic', 'prog quebec']",4:17,Spotify,Corporate Thugz/Def Jam 005290,Young Jeezy--Soul Survivor (2005),https://www.google.com/search?q=%22Young Jeezy%22+%22Soul Survivor%22&ie=utf-8&oe=utf-8,1753
9/3/2005,2005,7,Kelly Clarkson,Kelly Clarkson,Because Of You,Because of You,"['bubblegum pop', 'classic uk pop', 'motown']",3:39,Spotify,RCA 76273,Kelly Clarkson--Because of You (2005),https://www.google.com/search?q=%22Kelly Clarkson%22+%22Because of You%22&ie=utf-8&oe=utf-8,1754
9/3/2005,2005,29,Hilary Duff,Hilary Duff,Wake Up,Wake Up,"['art rock', 'brill building pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",3:39,Spotify,Hollywood,Hilary Duff--Wake Up (2005),https://www.google.com/search?q=%22Hilary Duff%22+%22Wake Up%22&ie=utf-8&oe=utf-8,1755
9/3/2005,2005,41,Ying Yang Twins Featuring Pitbull,Ying Yang Twins,Shake,Shake,"['adult standards', 'brill building pop']",4:01,Spotify,Collipark 2532,Ying Yang Twins--Shake (2005),https://www.google.com/search?q=%22Ying Yang Twins%22+%22Shake%22&ie=utf-8&oe=utf-8,1756
9/3/2005,2005,51,Gary Allan,Gary Allan,Best I Ever Had,Best I Ever Had,['christmas instrumental'],4:13,Spotify,MCA Nashville,Gary Allan--Best I Ever Had (2005),https://www.google.com/search?q=%22Gary Allan%22+%22Best I Ever Had%22&ie=utf-8&oe=utf-8,1757
9/3/2005,2005,54,LeAnn Rimes,LeAnn Rimes,Probably Wouldn’t Be This Way,Probably Wouldn't Be This Way,"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",3:38,Spotify,Asylum-Curb Digital,LeAnn Rimes--Probably Wouldn't Be This Way (2005),https://www.google.com/search?q=%22LeAnn Rimes%22+%22Probably Wouldn%27t Be This Way%22&ie=utf-8&oe=utf-8,1758
9/3/2005,2005,70,"Backstreet Boys, The",Backstreet Boys,Just Want You To Know,Just Want You to Know,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",3:51,Spotify,Jive,Backstreet Boys--Just Want You to Know (2005),https://www.google.com/search?q=%22Backstreet Boys%22+%22Just Want You to Know%22&ie=utf-8&oe=utf-8,1759
9/10/2005,2005,2,Nickelback,Nickelback,Photograph,Photograph,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",4:21,Spotify,Roadrunner,Nickelback--Photograph (2005),https://www.google.com/search?q=%22Nickelback%22+%22Photograph%22&ie=utf-8&oe=utf-8,1760
9/10/2005,2005,14,Twista Featuring Trey Songz,Twista,Girl Tonite,Girl Tonite,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3:46,Spotify,Atlantic 94003,Twista--Girl Tonite (2005),https://www.google.com/search?q=%22Twista%22+%22Girl Tonite%22&ie=utf-8&oe=utf-8,1761
9/10/2005,2005,44,Keith Urban,Keith Urban,Better Life,Better Life,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",4:43,Spotify,Capitol,Keith Urban--Better Life (2005),https://www.google.com/search?q=%22Keith Urban%22+%22Better Life%22&ie=utf-8&oe=utf-8,1762
9/10/2005,2005,76,Franz Ferdinand,Franz Ferdinand,Do You Want To,Do You Want To,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",3:35,Spotify,Domino,Franz Ferdinand--Do You Want To (2005),https://www.google.com/search?q=%22Franz Ferdinand%22+%22Do You Want To%22&ie=utf-8&oe=utf-8,1763
9/10/2005,2005,93,T.O.K.,T.O.K.,Footprints,Footprints,"['contemporary country', 'country', 'country dawn', 'country road']",3:32,Spotify,VP 6431,T.O.K.--Footprints (2005),https://www.google.com/search?q=%22T.O.K.%22+%22Footprints%22&ie=utf-8&oe=utf-8,1764
9/17/2005,2005,6,Sean Paul,Sean Paul,We Be Burnin’,We Be Burnin',"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'new americana', 'outlaw country', 'pub rock', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",3:36,Spotify,VP 93770,Sean Paul--We Be Burnin' (2005),https://www.google.com/search?q=%22Sean Paul%22+%22We Be Burnin%27%22&ie=utf-8&oe=utf-8,1765
9/17/2005,2005,25,Frankie J.,Frankie J.,More Than Words,More Than Words,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",4:02,Spotify,Columbia,Frankie J.--More Than Words (2005),https://www.google.com/search?q=%22Frankie J.%22+%22More Than Words%22&ie=utf-8&oe=utf-8,1766
