Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Genre,Duration,streaming platform,Original Record Label & Catalog No.,Suggested Filename,Search,id
1/1/2000,2000,4,Joe,Joe,I Wanna Know,I Wanna Know,[],4:57,Spotify,Jive 42687,Joe--I Wanna Know (2000),https://www.google.com/search?q=%22Joe%22+%22I Wanna Know%22&ie=utf-8&oe=utf-8,1
1/1/2000,2000,6,"Backstreet Boys, The",Backstreet Boys,Show Me The Meaning Of Being Lonely,Show Me the Meaning of Being Lonely,['novelty'],3:54,Spotify,Jive Album Cut,Backstreet Boys--Show Me the Meaning of Being Lonely (2000),https://www.google.com/search?q=%22Backstreet Boys%22+%22Show Me the Meaning of Being Lonely%22&ie=utf-8&oe=utf-8,2
1/1/2000,2000,49,98°,98 Degrees,This Gift,This Gift,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",4:06,Spotify,Universal Album Cut,98 Degrees--This Gift (2000),https://www.google.com/search?q=%2298 Degrees%22+%22This Gift%22&ie=utf-8&oe=utf-8,3
1/1/2000,2000,75,Chad Brock & H.Williams Jr. & G.Jones,Chad Brock & Hank Williams Jr. & George Jones,A Country Boy Can Survive,A Country Boy Can Survive,"['rock-and-roll', 'space age pop', 'surf music']",3:54,Spotify,Warner 16895,Chad Brock & Hank Williams Jr. & George Jones--A Country Boy Can Survive (2000),https://www.google.com/search?q=%22Chad Brock%22+%22A Country Boy Can Survive%22&ie=utf-8&oe=utf-8,4
1/1/2000,2000,90,Joe Diffie,Joe Diffie,The Quittin’ Kind,The Quittin' Kind,"['dance pop', 'pop', 'post-teen pop']",3:23,Spotify,Epic 79268,Joe Diffie--The Quittin' Kind (2000),https://www.google.com/search?q=%22Joe Diffie%22+%22The Quittin%27 Kind%22&ie=utf-8&oe=utf-8,5
1/8/2000,2000,34,Eve Featuring Faith Evans,Eve,Love Is Blind,Love Is Blind,"['pop', 'post-teen pop']",3:51,Spotify,Ruff Ryders Album Cut,Eve--Love Is Blind (2000),https://www.google.com/search?q=%22Eve%22+%22Love Is Blind%22&ie=utf-8&oe=utf-8,6
1/8/2000,2000,47,Snoop Dogg Presents The Eastsidaz,Snoop Dogg,G’D Up,G'D Up,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",4:27,Spotify,Dogg House 2041,Snoop Dogg--G'D Up (2000),https://www.google.com/search?q=%22Snoop Dogg%22+%22G%27D Up%22&ie=utf-8&oe=utf-8,7
1/8/2000,2000,77,"Ginuwine R.L., Tyrese & Case","Ginuwine R.L., Tyrese & Case",The Best Man I Can Be,The Best Man I Can Be,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",4:06,Spotify,Columbia Album Cut,"Ginuwine R.L., Tyrese & Case--The Best Man I Can Be (2000)",https://www.google.com/search?q=%22Ginuwine R.L.%2C Tyrese%22+%22The Best Man I Can Be%22&ie=utf-8&oe=utf-8,8
1/8/2000,2000,83,Mariah Carey,Mariah Carey,All I Want For Christmas Is You,All I Want for Christmas Is You,['english indie rock'],4:00,Spotify,Columbia 6644,Mariah Carey--All I Want for Christmas Is You (2000),https://www.google.com/search?q=%22Mariah Carey%22+%22All I Want for Christmas Is You%22&ie=utf-8&oe=utf-8,9
1/15/2000,2000,29,Sugar Ray,Sugar Ray,Falls Apart,Falls Apart,[],4:15,Spotify,Lava Album Cut,Sugar Ray--Falls Apart (2000),https://www.google.com/search?q=%22Sugar Ray%22+%22Falls Apart%22&ie=utf-8&oe=utf-8,10
1/15/2000,2000,36,Mark Wills,Mark Wills,Back At One,Back At One,"['country', 'country dawn', 'nashville sound']",4:00,Spotify,Mercury Album Cut,Mark Wills--Back At One (2000),https://www.google.com/search?q=%22Mark Wills%22+%22Back At One%22&ie=utf-8&oe=utf-8,11
1/15/2000,2000,65,Jay-Z Featuring Beanie Sigel & Amil,Jay-Z,Do It Again (Put Ya Hands Up),Do It Again (Put Ya Hands Up),[],3:47,Spotify,Roc-A-Fella 562575,Jay-Z--Do It Again (Put Ya Hands Up) (2000),https://www.google.com/search?q=%22Jay-Z%22+%22Do It Again%22&ie=utf-8&oe=utf-8,12
1/15/2000,2000,67,DMX,DMX,What’s My Name,What's My Name,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",3:50,Spotify,Def Jam 562540,DMX--What's My Name (2000),https://www.google.com/search?q=%22DMX%22+%22What%27s My Name%22&ie=utf-8&oe=utf-8,13
1/22/2000,2000,1,Vertical Horizon,Vertical Horizon,Everything You Want,Everything You Want,"['australian country', 'contemporary country', 'country', 'country road']",4:01,Spotify,RCA 65981,Vertical Horizon--Everything You Want (2000),https://www.google.com/search?q=%22Vertical Horizon%22+%22Everything You Want%22&ie=utf-8&oe=utf-8,14
1/22/2000,2000,8,Sonique,Sonique,It Feels So Good,It Feels So Good,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",3:48,Spotify,Caffeine 156247,Sonique--It Feels So Good (2000),https://www.google.com/search?q=%22Sonique%22+%22It Feels So Good%22&ie=utf-8&oe=utf-8,15
1/22/2000,2000,14,Third Eye Blind,Third Eye Blind,Never Let You Go,Never Let You Go,"['blues rock', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']",3:57,Spotify,Elektra Album Cut,Third Eye Blind--Never Let You Go (2000),https://www.google.com/search?q=%22Third Eye Blind%22+%22Never Let You Go%22&ie=utf-8&oe=utf-8,16
1/22/2000,2000,25,D’Angelo,D'Angelo,Untitled (How Does It Feel),Untitled (How Does It Feel),"['pop', 'post-teen pop']",7:10,Spotify,Virgin Album Cut,D'Angelo--Untitled (How Does It Feel) (2000),https://www.google.com/search?q=%22D%27Angelo%22+%22Untitled%22&ie=utf-8&oe=utf-8,17
1/22/2000,2000,25,Dr. Dre Featuring Eminem,Dr. Dre,Forgot About Dre,Forgot About Dre,[],3:42,Spotify,Aftermath Album Cut,Dr. Dre--Forgot About Dre (2000),https://www.google.com/search?q=%22Dr. Dre%22+%22Forgot About Dre%22&ie=utf-8&oe=utf-8,18
1/22/2000,2000,71,Q-Tip,Q-Tip,Breathe And Stop,Breathe and Stop,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",4:06,Spotify,Arista Album Cut,Q-Tip--Breathe and Stop (2000),https://www.google.com/search?q=%22Q-Tip%22+%22Breathe and Stop%22&ie=utf-8&oe=utf-8,19
1/22/2000,2000,76,Gary Allan,Gary Allan,Smoke Rings In The Dark,Smoke Rings in the Dark,"['memphis soul', 'southern soul']",4:18,Spotify,MCA Nashville Album Cut,Gary Allan--Smoke Rings in the Dark (2000),https://www.google.com/search?q=%22Gary Allan%22+%22Smoke Rings in the Dark%22&ie=utf-8&oe=utf-8,20
1/29/2000,2000,3,Sisqo,Sisqo,Thong Song,Thong Song,"['classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",4:05,Spotify,Def Soul 562599,Sisqo--Thong Song (2000),https://www.google.com/search?q=%22Sisqo%22+%22Thong Song%22&ie=utf-8&oe=utf-8,21
1/29/2000,2000,4,N’Sync,N'Sync,Bye Bye Bye,Bye Bye Bye,"['adult standards', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",3:15,Spotify,Jive 42681,N'Sync--Bye Bye Bye (2000),https://www.google.com/search?q=%22N%27Sync%22+%22Bye Bye Bye%22&ie=utf-8&oe=utf-8,22
1/29/2000,2000,14,Britney Spears,Britney Spears,From The Bottom Of My Broken Heart,From the Bottom of My Broken Heart,,4:30,Spotify,Jive 42653,Britney Spears--From the Bottom of My Broken Heart (2000),https://www.google.com/search?q=%22Britney Spears%22+%22From the Bottom of My Broken Heart%22&ie=utf-8&oe=utf-8,23
1/29/2000,2000,24,Sammie,Sammie,I Like It,I Like It,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",4:09,Spotify,Freeworld 58776,Sammie--I Like It (2000),https://www.google.com/search?q=%22Sammie%22+%22I Like It%22&ie=utf-8&oe=utf-8,24
1/29/2000,2000,31,Toby Keith,Toby Keith,How Do You Like Me Now?!,How Do You Like Me Now,['rif'],3:29,Spotify,DreamWorks Album Cut,Toby Keith--How Do You Like Me Now (2000),https://www.google.com/search?q=%22Toby Keith%22+%22How Do You Like Me Now?%22&ie=utf-8&oe=utf-8,25
1/29/2000,2000,31,George Strait,George Strait,The Best Day,The Best Day,[],3:24,Spotify,MCA Album Cut,George Strait--The Best Day (2000),https://www.google.com/search?q=%22George Strait%22+%22The Best Day%22&ie=utf-8&oe=utf-8,26
1/29/2000,2000,35,Aaliyah,Aaliyah,I Don’t Wanna,I Don't Wanna,,4:15,Spotify,Priority Album Cut,Aaliyah--I Don't Wanna (2000),https://www.google.com/search?q=%22Aaliyah%22+%22I Don%27t Wanna%22&ie=utf-8&oe=utf-8,27
1/29/2000,2000,40,Tracy Lawrence,Tracy Lawrence,Lessons Learned,Lessons Learned,[],2:55,Spotify,Atlantic 9144,Tracy Lawrence--Lessons Learned (2000),https://www.google.com/search?q=%22Tracy Lawrence%22+%22Lessons Learned%22&ie=utf-8&oe=utf-8,28
1/29/2000,2000,53,Jo Dee Messina,Jo Dee Messina,Because You Love Me,Because You Love Me,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",3:50,Spotify,Curb Album Cut,Jo Dee Messina--Because You Love Me (2000),https://www.google.com/search?q=%22Jo Dee Messina%22+%22Because You Love Me%22&ie=utf-8&oe=utf-8,29
1/29/2000,2000,74,Lou Bega,Lou Bega,Tricky Tricky,Tricky Tricky,[],3:23,Spotify,RCA Album Cut,Lou Bega--Tricky Tricky (2000),https://www.google.com/search?q=%22Lou Bega%22+%22Tricky Tricky%22&ie=utf-8&oe=utf-8,30
1/29/2000,2000,76,Tracy Byrd,Tracy Byrd,Put Your Hand In Mine,Put Your Hand in Mine,[],4:30,Spotify,RCA Album Cut,Tracy Byrd--Put Your Hand in Mine (2000),https://www.google.com/search?q=%22Tracy Byrd%22+%22Put Your Hand in Mine%22&ie=utf-8&oe=utf-8,31
2/5/2000,2000,42,Martina McBride,Martina McBride,Love’s The Only House,Love's the Only House,"['doo-wop', 'rhythm and blues']",5:13,Spotify,RCA Album Cut,Martina McBride--Love's the Only House (2000),https://www.google.com/search?q=%22Martina McBride%22+%22Love%27s the Only House%22&ie=utf-8&oe=utf-8,32
2/5/2000,2000,57,SheDaisy,Shedaisy,This Woman Needs,This Woman Needs,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul']",3:20,Spotify,Lyric Street Album Cut,Shedaisy--This Woman Needs (2000),https://www.google.com/search?q=%22Shedaisy%22+%22This Woman Needs%22&ie=utf-8&oe=utf-8,33
2/5/2000,2000,83,Juvenile,Juvenile,U Understand,U Understand,"['boston rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",3:51,Spotify,Cash Money Album Cut,Juvenile--U Understand (2000),https://www.google.com/search?q=%22Juvenile%22+%22U Understand%22&ie=utf-8&oe=utf-8,34
2/12/2000,2000,1,Santana Featuring The Product G&B,Santana,"Maria, Maria","Maria, Maria","['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",4:18,Spotify,Arista 13773,"Santana--Maria, Maria (2000)",https://www.google.com/search?q=%22Santana%22+%22Maria%2C Maria%22&ie=utf-8&oe=utf-8,35
2/12/2000,2000,14,Red Hot Chili Peppers,Red Hot Chili Peppers,Otherside,Otherside,['classic uk pop'],4:13,Spotify,Warner Bros. 16875,Red Hot Chili Peppers--Otherside (2000),https://www.google.com/search?q=%22Red Hot Chili Peppers%22+%22Otherside%22&ie=utf-8&oe=utf-8,36
2/12/2000,2000,51,TLC,TLC,Dear Lie,Dear Lie,['classic soul'],4:36,Spotify,LaFace Album Cut,TLC--Dear Lie (2000),https://www.google.com/search?q=%22TLC%22+%22Dear Lie%22&ie=utf-8&oe=utf-8,37
2/12/2000,2000,59,Puff Daddy Featuring Mario Winans & Hezekiah Walker & Love Fe,Puff Daddy,Best Friend,Best Friend,"['bubblegum dance', 'europop']",5:33,Spotify,Bad Boy 79318,Puff Daddy--Best Friend (2000),https://www.google.com/search?q=%22Puff Daddy%22+%22Best Friend%22&ie=utf-8&oe=utf-8,38
2/12/2000,2000,73,Drama,Drama,"Left, Right, Left","Left, Right, Left","['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",3:37,Spotify,Tight 2 Def 4501,"Drama--Left, Right, Left (2000)",https://www.google.com/search?q=%22Drama%22+%22Left%2C Right%2C Left%22&ie=utf-8&oe=utf-8,39
2/12/2000,2000,74,Metallica with The San Francisco Symphony Orchestra,Metallica,No Leaf Clover (Live),No Leaf Clover (Live),"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']",5:43,Spotify,Elektra Album Cut,Metallica--No Leaf Clover (Live) (2000),https://www.google.com/search?q=%22Metallica%22+%22No Leaf Clover%22&ie=utf-8&oe=utf-8,40
2/12/2000,2000,99,Will Smith,Will Smith,Freakin’ It,Freakin' It,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",3:58,Spotify,Columbia 79341,Will Smith--Freakin' It (2000),https://www.google.com/search?q=%22Will Smith%22+%22Freakin%27 It%22&ie=utf-8&oe=utf-8,41
2/19/2000,2000,5,Macy Gray,Macy Gray,I Try,I Try,[],3:52,Spotify,Epic Album Cut,Macy Gray--I Try (2000),https://www.google.com/search?q=%22Macy Gray%22+%22I Try%22&ie=utf-8&oe=utf-8,42
2/19/2000,2000,19,Kid Rock,Kid Rock,Only God Knows Why,Only God Knows Why,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",5:27,Spotify,Lava Album Cut,Kid Rock--Only God Knows Why (2000),https://www.google.com/search?q=%22Kid Rock%22+%22Only God Knows Why%22&ie=utf-8&oe=utf-8,43
2/19/2000,2000,27,Hoku,Hoku,Another Dumb Blonde,Another Dumb Blonde,[],3:47,Spotify,Geffen 497246,Hoku--Another Dumb Blonde (2000),https://www.google.com/search?q=%22Hoku%22+%22Another Dumb Blonde%22&ie=utf-8&oe=utf-8,44
2/19/2000,2000,27,Whitney Houston,Whitney Houston,I Learned From The Best,I Learned From the Best,"['brill building pop', 'doo-wop', 'rhythm and blues']",4:18,Spotify,Arista 13790,Whitney Houston--I Learned From the Best (2000),https://www.google.com/search?q=%22Whitney Houston%22+%22I Learned From the Best%22&ie=utf-8&oe=utf-8,45
2/19/2000,2000,29,Madonna,Madonna,American Pie,American Pie,[],4:30,Spotify,Maverick 100018,Madonna--American Pie (2000),https://www.google.com/search?q=%22Madonna%22+%22American Pie%22&ie=utf-8&oe=utf-8,46
2/19/2000,2000,44,Clint Black with Steve Wariner,Clint Black & Steve Wariner,Been There,Been There,"['classic soul', 'funk', 'memphis blues', 'memphis soul', 'rhythm and blues', 'soul', 'southern soul']",5:28,Spotify,RCA Album Cut,Clint Black & Steve Wariner--Been There (2000),https://www.google.com/search?q=%22Clint Black%22+%22Been There%22&ie=utf-8&oe=utf-8,47
2/19/2000,2000,51,Jennifer Lopez Featuring Big Pun & Fat Joe,Jennifer Lopez,Feelin’ Good,Feelin' Good,[],4:28,Spotify,Work 79382,Jennifer Lopez--Feelin' Good (2000),https://www.google.com/search?q=%22Jennifer Lopez%22+%22Feelin%27 Good%22&ie=utf-8&oe=utf-8,48
2/19/2000,2000,65,Hot Boys,Hot Boys,I Need A Hot Girl,I Need a Hot Girl,"['honky tonk', 'rockabilly']",4:16,Spotify,Cash Money 20013,Hot Boys--I Need a Hot Girl (2000),https://www.google.com/search?q=%22Hot Boys%22+%22I Need a Hot Girl%22&ie=utf-8&oe=utf-8,49
2/19/2000,2000,69,Garth Brooks,Garth Brooks,Do What You Gotta Do,Do What You Gotta Do,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock']",2:56,Spotify,Capitol Album Cut,Garth Brooks--Do What You Gotta Do (2000),https://www.google.com/search?q=%22Garth Brooks%22+%22Do What You Gotta Do%22&ie=utf-8&oe=utf-8,50
2/26/2000,2000,2,Marc Anthony,Marc Anthony,You Sang To Me,You Sang to Me,"['chicago soul', 'classic soul', 'disco', 'funk', 'soul']",3:50,Spotify,Columbia 79406,Marc Anthony--You Sang to Me (2000),https://www.google.com/search?q=%22Marc Anthony%22+%22You Sang to Me%22&ie=utf-8&oe=utf-8,51
2/26/2000,2000,27,DMX,DMX,Party Up (Up In Here),Party Up (Up in Here),,3:45,Spotify,Def Jam 562605,DMX--Party Up (Up in Here) (2000),https://www.google.com/search?q=%22DMX%22+%22Party Up%22&ie=utf-8&oe=utf-8,52
2/26/2000,2000,55,Jay-Z,Jay-Z,Anything,Anything,['reggaeton'],3:41,Spotify,Roc-A-Fella 562670,Jay-Z--Anything (2000),https://www.google.com/search?q=%22Jay-Z%22+%22Anything%22&ie=utf-8&oe=utf-8,53
2/26/2000,2000,56,Da Brat,Da Brat,That’s What I’m Looking For,That's What I'm Looking For,"['blues', 'blues rock', 'classic rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'psychedelic rock', 'roots rock', 'soul']",3:44,Spotify,So So Def 79330,Da Brat--That's What I'm Looking For (2000),https://www.google.com/search?q=%22Da Brat%22+%22That%27s What I%27m Looking For%22&ie=utf-8&oe=utf-8,54
2/26/2000,2000,72,2 Pac + Outlawz,Tupac + Outlawz,Baby Don’t Cry (Keep Ya Head Up II),Baby Don't Cry (Keep Ya Head Up II),"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",4:22,Spotify,Amaru Album Cut,Tupac + Outlawz--Baby Don't Cry (Keep Ya Head Up II) (2000),https://www.google.com/search?q=%22Tupac + Outlawz%22+%22Baby Don%27t Cry%22&ie=utf-8&oe=utf-8,55
2/26/2000,2000,76,Brian McKnight,Brian McKnight,Stay Or Let It Go,Stay or Let It Go,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",4:32,Spotify,Motown 156248,Brian McKnight--Stay or Let It Go (2000),https://www.google.com/search?q=%22Brian McKnight%22+%22Stay or Let It Go%22&ie=utf-8&oe=utf-8,56
3/4/2000,2000,7,Pink,Pink,There U Go,There U Go,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']",3:23,Spotify,LaFace 24456,Pink--There U Go (2000),https://www.google.com/search?q=%22Pink%22+%22There U Go%22&ie=utf-8&oe=utf-8,57
3/4/2000,2000,43,Black Rob,Black Rob,Whoa!,Whoa,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",4:04,Spotify,Bad Boy 79297,Black Rob--Whoa (2000),https://www.google.com/search?q=%22Black Rob%22+%22Whoa%22&ie=utf-8&oe=utf-8,58
3/4/2000,2000,45,Phil Vassar,Phil Vassar,Carlene,Carlene,['classic garage rock'],4:07,Spotify,Arista Album Cut,Phil Vassar--Carlene (2000),https://www.google.com/search?q=%22Phil Vassar%22+%22Carlene%22&ie=utf-8&oe=utf-8,59
3/4/2000,2000,62,Kumbia Kings Featuring A.B. Quintanilla,Kumbia Kings,U Don’t Love Me,U Don't Love Me,[],3:50,Spotify,EMI Latin 58831,Kumbia Kings--U Don't Love Me (2000),https://www.google.com/search?q=%22Kumbia Kings%22+%22U Don%27t Love Me%22&ie=utf-8&oe=utf-8,60
3/4/2000,2000,64,Chely Wright,Chely Wright,It Was,It Was,[],3:51,Spotify,MCA Album Cut,Chely Wright--It Was (2000),https://www.google.com/search?q=%22Chely Wright%22+%22It Was%22&ie=utf-8&oe=utf-8,61
3/4/2000,2000,79,Montgomery Gentry,Montgomery Gentry,Daddy Won’t Sell The Farm,Daddy Won't Sell the Farm,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",4:18,Spotify,Columbia Album Cut,Montgomery Gentry--Daddy Won't Sell the Farm (2000),https://www.google.com/search?q=%22Montgomery Gentry%22+%22Daddy Won%27t Sell the Farm%22&ie=utf-8&oe=utf-8,62
3/4/2000,2000,88,Tracie Spencer,Tracie Spencer,Still In My Heart,Still in My Heart,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",4:11,Spotify,Capitol 58807,Tracie Spencer--Still in My Heart (2000),https://www.google.com/search?q=%22Tracie Spencer%22+%22Still in My Heart%22&ie=utf-8&oe=utf-8,63
3/4/2000,2000,97,Amel Larrieux,Amel Larrieux,Get Up,Get Up,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",4:02,Spotify,550 Music 79280,Amel Larrieux--Get Up (2000),https://www.google.com/search?q=%22Amel Larrieux%22+%22Get Up%22&ie=utf-8&oe=utf-8,64
3/11/2000,2000,6,Faith Hill,Faith Hill,The Way You Love Me,The Way You Love Me,['christmas instrumental'],3:06,Spotify,Warner 16818,Faith Hill--The Way You Love Me (2000),https://www.google.com/search?q=%22Faith Hill%22+%22The Way You Love Me%22&ie=utf-8&oe=utf-8,65
3/11/2000,2000,37,Andy Griggs,Andy Griggs,She’s More,She's More,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",3:19,Spotify,RCA Album Cut,Andy Griggs--She's More (2000),https://www.google.com/search?q=%22Andy Griggs%22+%22She%27s More%22&ie=utf-8&oe=utf-8,66
3/11/2000,2000,40,"Kenny Rogers, Alison Krauss & Billy Dean","Kenny Rogers, Alison Krauss & Billy Dean",Buy Me A Rose,Buy Me a Rose,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",3:46,Spotify,Dreamcatcher Album Cut,"Kenny Rogers, Alison Krauss & Billy Dean--Buy Me a Rose (2000)",https://www.google.com/search?q=%22Kenny Rogers%2C Alison Krauss%22+%22Buy Me a Rose%22&ie=utf-8&oe=utf-8,67
3/11/2000,2000,67,Ricky Martin & Meja,Ricky Martin & Meja,Private Emotion,Private Emotion,[],4:02,Spotify,Columbia Album Cut,Ricky Martin & Meja--Private Emotion (2000),https://www.google.com/search?q=%22Ricky Martin%22+%22Private Emotion%22&ie=utf-8&oe=utf-8,68
3/18/2000,2000,1,Aaliyah,Aaliyah,Try Again,Try Again,"['adult standards', 'nashville sound', 'rock-and-roll']",4:03,Spotify,Blackground 38722,Aaliyah--Try Again (2000),https://www.google.com/search?q=%22Aaliyah%22+%22Try Again%22&ie=utf-8&oe=utf-8,69
3/18/2000,2000,2,Toni Braxton,Toni Braxton,He Wasn’t Man Enough,He Wasn't Man Enough,[],4:21,Spotify,LaFace 24463,Toni Braxton--He Wasn't Man Enough (2000),https://www.google.com/search?q=%22Toni Braxton%22+%22He Wasn%27t Man Enough%22&ie=utf-8&oe=utf-8,70
3/18/2000,2000,19,"Dixie Chicks, The",Dixie Chicks,Goodbye Earl,Goodbye Earl,[],4:19,Spotify,Monument 79352,Dixie Chicks--Goodbye Earl (2000),https://www.google.com/search?q=%22Dixie Chicks%22+%22Goodbye Earl%22&ie=utf-8&oe=utf-8,71
3/18/2000,2000,43,Collin Raye,Collin Raye,Couldn’t Last A Moment,Couldn't Last a Moment,,3:40,Spotify,Epic 79353,Collin Raye--Couldn't Last a Moment (2000),https://www.google.com/search?q=%22Collin Raye%22+%22Couldn%27t Last a Moment%22&ie=utf-8&oe=utf-8,72
3/18/2000,2000,52,Bloodhound Gang,Bloodhound Gang,The Bad Touch,The Bad Touch,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",4:20,Spotify,Republic Album Cut,Bloodhound Gang--The Bad Touch (2000),https://www.google.com/search?q=%22Bloodhound Gang%22+%22The Bad Touch%22&ie=utf-8&oe=utf-8,73
3/18/2000,2000,73,Lox Featuring Timbaland & Eve,Lox,"Ryde or Die, Chick","Ryde or Die, Chick","['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'southern soul']",3:56,Spotify,Ruff Ryders Album Cut,"Lox--Ryde or Die, Chick (2000)",https://www.google.com/search?q=%22Lox%22+%22Ryde or Die%2C Chick%22&ie=utf-8&oe=utf-8,74
3/18/2000,2000,74,Ying Yang Twins,Ying Yang Twins,Whistle While You Twurk,Whistle While You Twurk,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4:19,Spotify,Collipark 1005,Ying Yang Twins--Whistle While You Twurk (2000),https://www.google.com/search?q=%22Ying Yang Twins%22+%22Whistle While You Twurk%22&ie=utf-8&oe=utf-8,75
3/18/2000,2000,76,Gerald Levert,Gerald Levert,Mr. Too Damn Good,Mr. Too Damn Good,"['brill building pop', 'nashville sound']",4:06,Spotify,EastWest 7417,Gerald Levert--Mr. Too Damn Good (2000),https://www.google.com/search?q=%22Gerald Levert%22+%22Mr. Too Damn Good%22&ie=utf-8&oe=utf-8,76
3/18/2000,2000,92,Ty Herndon,Ty Herndon,No Mercy,No Mercy,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",4:43,Spotify,Epic 79345,Ty Herndon--No Mercy (2000),https://www.google.com/search?q=%22Ty Herndon%22+%22No Mercy%22&ie=utf-8&oe=utf-8,77
3/25/2000,2000,20,Carl Thomas,Carl Thomas,I Wish,I Wish,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",3:50,Spotify,Bad Boy 79321,Carl Thomas--I Wish (2000),https://www.google.com/search?q=%22Carl Thomas%22+%22I Wish%22&ie=utf-8&oe=utf-8,78
3/25/2000,2000,28,Mary Mary,Mary Mary,Shackles (Praise You),Shackles (Praise You),"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",3:12,Spotify,Columbia 79303,Mary Mary--Shackles (Praise You) (2000),https://www.google.com/search?q=%22Mary Mary%22+%22Shackles%22&ie=utf-8&oe=utf-8,79
3/25/2000,2000,49,Clay Davidson,Clay Davidson,Unconditional,Unconditional,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",3:56,Spotify,Virgin 38690,Clay Davidson--Unconditional (2000),https://www.google.com/search?q=%22Clay Davidson%22+%22Unconditional%22&ie=utf-8&oe=utf-8,80
3/25/2000,2000,59,Nas Featuring Ginuwine,Nas,You Owe Me,You Owe Me,['classic uk pop'],3:51,Spotify,Columbia 45600,Nas--You Owe Me (2000),https://www.google.com/search?q=%22Nas%22+%22You Owe Me%22&ie=utf-8&oe=utf-8,81
3/25/2000,2000,71,Lenny Kravitz,Lenny Kravitz,I Belong To You,I Belong to You,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",4:17,Spotify,Virgin Album Cut,Lenny Kravitz--I Belong to You (2000),https://www.google.com/search?q=%22Lenny Kravitz%22+%22I Belong to You%22&ie=utf-8&oe=utf-8,82
